can_read,table_name,can_insert,can_update,can_delete,application_role_id,id,created_date,updated_date,created_by_id,created_by,is_sample
"true","TerminalDocumentRequirement","true","true","true","69b3be52096630002ea9b660","69b3c1a8e75f2605ebe15e43","2026-03-13T07:50:00.170000","2026-03-13T07:50:00.170000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"true","TerminalRegistrationApplication","true","true","true","69b3be52096630002ea9b660","69b3c1a8e75f2605ebe15e44","2026-03-13T07:50:00.170000","2026-03-13T07:50:00.170000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"true","TerminalRegistrationChecklistItem","true","true","true","69b3be52096630002ea9b660","69b3c1a8e75f2605ebe15e45","2026-03-13T07:50:00.170000","2026-03-13T07:50:00.170000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"true","VesselCompatibility","true","true","false","69b3be52096630002ea9b660","69b3c1a8e75f2605ebe15e46","2026-03-13T07:50:00.170000","2026-03-13T07:50:00.170000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"true","VesselTerminalDocumentSet","true","true","false","69b3be52096630002ea9b660","69b3c1a8e75f2605ebe15e47","2026-03-13T07:50:00.170000","2026-03-13T07:50:00.170000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"true","VesselTerminalDocumentSetItem","true","true","false","69b3be52096630002ea9b660","69b3c1a8e75f2605ebe15e48","2026-03-13T07:50:00.170000","2026-03-13T07:50:00.170000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"true","ApplicationUser","false","false","false","69b3be52096630002ea9b660","69b3c1a8e75f2605ebe15e49","2026-03-13T07:50:00.170000","2026-03-13T07:50:00.170000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"true","ApplicationRole","false","false","false","69b3be52096630002ea9b660","69b3c1a8e75f2605ebe15e4a","2026-03-13T07:50:00.170000","2026-03-13T07:50:00.170000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"true","ApplicationUserRole","false","false","false","69b3be52096630002ea9b660","69b3c1a8e75f2605ebe15e4b","2026-03-13T07:50:00.170000","2026-03-13T07:50:00.170000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"true","WorkflowDefinition","false","false","false","69b3be52096630002ea9b660","69b3c1a8e75f2605ebe15e4c","2026-03-13T07:50:00.170000","2026-03-13T07:50:00.170000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"true","WorkflowStatus","false","false","false","69b3be52096630002ea9b660","69b3c1a8e75f2605ebe15e4d","2026-03-13T07:50:00.170000","2026-03-13T07:50:00.170000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"true","WorkflowAction","false","false","false","69b3be52096630002ea9b660","69b3c1a8e75f2605ebe15e4e","2026-03-13T07:50:00.170000","2026-03-13T07:50:00.170000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"true","WorkflowTransition","false","false","false","69b3be52096630002ea9b660","69b3c1a8e75f2605ebe15e4f","2026-03-13T07:50:00.170000","2026-03-13T07:50:00.170000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"true","CompanyIdentityProvider","false","false","false","69b3be52096630002ea9b660","69b3c1a8e75f2605ebe15e50","2026-03-13T07:50:00.170000","2026-03-13T07:50:00.170000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"true","CompanyGroupRoleMapping","false","false","false","69b3be52096630002ea9b660","69b3c1a8e75f2605ebe15e51","2026-03-13T07:50:00.170000","2026-03-13T07:50:00.170000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"true","CompanySecurityPolicy","false","false","false","69b3be52096630002ea9b660","69b3c1a8e75f2605ebe15e52","2026-03-13T07:50:00.170000","2026-03-13T07:50:00.170000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"true","SystemAuditLog","false","false","false","69b3be52096630002ea9b660","69b3c1a8e75f2605ebe15e53","2026-03-13T07:50:00.170000","2026-03-13T07:50:00.170000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"true","ApplicationFunction","false","false","false","69b3be52096630002ea9b660","69b3c1a8e75f2605ebe15e54","2026-03-13T07:50:00.170000","2026-03-13T07:50:00.170000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"false","ApplicationUser","false","false","false","69b3be52096630002ea9b65f","69b3c1a8e75f2605ebe15e2d","2026-03-13T07:50:00.148000","2026-03-13T07:51:30.088000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"false","ApplicationRole","false","false","false","69b3be52096630002ea9b65f","69b3c1a8e75f2605ebe15e2e","2026-03-13T07:50:00.148000","2026-03-13T07:51:29.103000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"false","ApplicationUserRole","false","false","false","69b3be52096630002ea9b65f","69b3c1a8e75f2605ebe15e2f","2026-03-13T07:50:00.148000","2026-03-13T07:51:27.379000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"false","WorkflowDefinition","false","false","false","69b3be52096630002ea9b65f","69b3c1a8e75f2605ebe15e30","2026-03-13T07:50:00.148000","2026-03-13T07:51:18.167000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"false","WorkflowStatus","false","false","false","69b3be52096630002ea9b65f","69b3c1a8e75f2605ebe15e31","2026-03-13T07:50:00.148000","2026-03-13T07:51:19.015000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"false","WorkflowAction","false","false","false","69b3be52096630002ea9b65f","69b3c1a8e75f2605ebe15e32","2026-03-13T07:50:00.148000","2026-03-13T07:51:19.771000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"false","WorkflowTransition","false","false","false","69b3be52096630002ea9b65f","69b3c1a8e75f2605ebe15e33","2026-03-13T07:50:00.148000","2026-03-13T07:51:25.028000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"false","CompanyIdentityProvider","false","false","false","69b3be52096630002ea9b65f","69b3c1a8e75f2605ebe15e34","2026-03-13T07:50:00.148000","2026-03-13T07:50:00.148000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"false","CompanyGroupRoleMapping","false","false","false","69b3be52096630002ea9b65f","69b3c1a8e75f2605ebe15e35","2026-03-13T07:50:00.148000","2026-03-13T07:50:00.148000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"false","CompanySecurityPolicy","false","false","false","69b3be52096630002ea9b65f","69b3c1a8e75f2605ebe15e36","2026-03-13T07:50:00.148000","2026-03-13T07:50:00.148000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"false","SystemAuditLog","false","false","false","69b3be52096630002ea9b65f","69b3c1a8e75f2605ebe15e37","2026-03-13T07:50:00.148000","2026-03-13T07:51:03.722000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"false","ApplicationFunction","false","false","false","69b3be52096630002ea9b65f","69b3c1a8e75f2605ebe15e38","2026-03-13T07:50:00.148000","2026-03-13T07:51:11.263000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"true","Vessel","true","true","false","69b3be52096630002ea9b65f","69b3c1a8e75f2605ebe15e1d","2026-03-13T07:50:00.147000","2026-03-13T07:50:00.147000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"true","Terminal","true","true","false","69b3be52096630002ea9b65f","69b3c1a8e75f2605ebe15e1e","2026-03-13T07:50:00.147000","2026-03-13T07:50:00.147000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"true","Berth","true","true","false","69b3be52096630002ea9b65f","69b3c1a8e75f2605ebe15e1f","2026-03-13T07:50:00.147000","2026-03-13T07:50:00.147000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"true","Document","true","true","false","69b3be52096630002ea9b65f","69b3c1a8e75f2605ebe15e20","2026-03-13T07:50:00.147000","2026-03-13T07:50:00.147000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"true","DocumentType","false","false","false","69b3be52096630002ea9b65f","69b3c1a8e75f2605ebe15e21","2026-03-13T07:50:00.147000","2026-03-13T07:50:00.147000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"true","DocumentCategory","false","false","false","69b3be52096630002ea9b65f","69b3c1a8e75f2605ebe15e22","2026-03-13T07:50:00.147000","2026-03-13T07:50:00.147000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"true","Company","true","true","false","69b3be52096630002ea9b65f","69b3c1a8e75f2605ebe15e23","2026-03-13T07:50:00.147000","2026-03-13T07:50:00.147000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"true","Contact","true","true","false","69b3be52096630002ea9b65f","69b3c1a8e75f2605ebe15e24","2026-03-13T07:50:00.147000","2026-03-13T07:50:00.147000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"true","Country","false","false","false","69b3be52096630002ea9b65f","69b3c1a8e75f2605ebe15e25","2026-03-13T07:50:00.147000","2026-03-13T07:50:00.147000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"true","IssuingAuthority","false","false","false","69b3be52096630002ea9b65f","69b3c1a8e75f2605ebe15e26","2026-03-13T07:50:00.147000","2026-03-13T07:50:00.147000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"true","TerminalDocumentRequirement","false","false","false","69b3be52096630002ea9b65f","69b3c1a8e75f2605ebe15e27","2026-03-13T07:50:00.147000","2026-03-13T07:50:00.147000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"true","TerminalRegistrationApplication","true","true","false","69b3be52096630002ea9b65f","69b3c1a8e75f2605ebe15e28","2026-03-13T07:50:00.147000","2026-03-13T07:50:00.147000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"true","TerminalRegistrationChecklistItem","true","true","false","69b3be52096630002ea9b65f","69b3c1a8e75f2605ebe15e29","2026-03-13T07:50:00.147000","2026-03-13T07:50:00.147000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"true","VesselCompatibility","true","false","false","69b3be52096630002ea9b65f","69b3c1a8e75f2605ebe15e2a","2026-03-13T07:50:00.147000","2026-03-13T07:50:00.147000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"true","VesselTerminalDocumentSet","false","false","false","69b3be52096630002ea9b65f","69b3c1a8e75f2605ebe15e2b","2026-03-13T07:50:00.147000","2026-03-13T07:50:00.147000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"true","VesselTerminalDocumentSetItem","false","false","false","69b3be52096630002ea9b65f","69b3c1a8e75f2605ebe15e2c","2026-03-13T07:50:00.147000","2026-03-13T07:50:00.147000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"true","Vessel","true","true","true","69b3be52096630002ea9b661","69b3c1a8e75f2605ebe15e01","2026-03-13T07:50:00.124000","2026-03-13T07:50:00.124000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"true","Terminal","true","true","true","69b3be52096630002ea9b661","69b3c1a8e75f2605ebe15e02","2026-03-13T07:50:00.124000","2026-03-13T07:50:00.124000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"true","Berth","true","true","true","69b3be52096630002ea9b661","69b3c1a8e75f2605ebe15e03","2026-03-13T07:50:00.124000","2026-03-13T07:50:00.124000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"true","Document","true","true","true","69b3be52096630002ea9b661","69b3c1a8e75f2605ebe15e04","2026-03-13T07:50:00.124000","2026-03-13T07:50:00.124000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"true","DocumentType","true","true","true","69b3be52096630002ea9b661","69b3c1a8e75f2605ebe15e05","2026-03-13T07:50:00.124000","2026-03-13T07:50:00.124000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"true","DocumentCategory","true","true","true","69b3be52096630002ea9b661","69b3c1a8e75f2605ebe15e06","2026-03-13T07:50:00.124000","2026-03-13T07:50:00.124000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"true","Company","true","true","true","69b3be52096630002ea9b661","69b3c1a8e75f2605ebe15e07","2026-03-13T07:50:00.124000","2026-03-13T07:50:00.124000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"true","Contact","true","true","true","69b3be52096630002ea9b661","69b3c1a8e75f2605ebe15e08","2026-03-13T07:50:00.124000","2026-03-13T07:50:00.124000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"true","Country","true","true","true","69b3be52096630002ea9b661","69b3c1a8e75f2605ebe15e09","2026-03-13T07:50:00.124000","2026-03-13T07:50:00.124000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"true","IssuingAuthority","true","true","true","69b3be52096630002ea9b661","69b3c1a8e75f2605ebe15e0a","2026-03-13T07:50:00.124000","2026-03-13T07:50:00.124000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"true","TerminalDocumentRequirement","true","true","true","69b3be52096630002ea9b661","69b3c1a8e75f2605ebe15e0b","2026-03-13T07:50:00.124000","2026-03-13T07:50:00.124000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"true","TerminalRegistrationApplication","true","true","true","69b3be52096630002ea9b661","69b3c1a8e75f2605ebe15e0c","2026-03-13T07:50:00.124000","2026-03-13T07:50:00.124000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"true","TerminalRegistrationChecklistItem","true","true","true","69b3be52096630002ea9b661","69b3c1a8e75f2605ebe15e0d","2026-03-13T07:50:00.124000","2026-03-13T07:50:00.124000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"true","VesselCompatibility","true","true","true","69b3be52096630002ea9b661","69b3c1a8e75f2605ebe15e0e","2026-03-13T07:50:00.124000","2026-03-13T07:50:00.124000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"true","VesselTerminalDocumentSet","true","true","true","69b3be52096630002ea9b661","69b3c1a8e75f2605ebe15e0f","2026-03-13T07:50:00.124000","2026-03-13T07:50:00.124000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"true","VesselTerminalDocumentSetItem","true","true","true","69b3be52096630002ea9b661","69b3c1a8e75f2605ebe15e10","2026-03-13T07:50:00.124000","2026-03-13T07:50:00.124000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"true","ApplicationUser","true","true","true","69b3be52096630002ea9b661","69b3c1a8e75f2605ebe15e11","2026-03-13T07:50:00.124000","2026-03-13T07:50:00.124000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"true","ApplicationRole","true","true","true","69b3be52096630002ea9b661","69b3c1a8e75f2605ebe15e12","2026-03-13T07:50:00.124000","2026-03-13T07:50:00.124000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"true","ApplicationUserRole","true","true","true","69b3be52096630002ea9b661","69b3c1a8e75f2605ebe15e13","2026-03-13T07:50:00.124000","2026-03-13T07:50:00.124000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"true","WorkflowDefinition","true","true","true","69b3be52096630002ea9b661","69b3c1a8e75f2605ebe15e14","2026-03-13T07:50:00.124000","2026-03-13T07:50:00.124000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"true","WorkflowStatus","true","true","true","69b3be52096630002ea9b661","69b3c1a8e75f2605ebe15e15","2026-03-13T07:50:00.124000","2026-03-13T07:50:00.124000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"true","WorkflowAction","true","true","true","69b3be52096630002ea9b661","69b3c1a8e75f2605ebe15e16","2026-03-13T07:50:00.124000","2026-03-13T07:50:00.124000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"true","WorkflowTransition","true","true","true","69b3be52096630002ea9b661","69b3c1a8e75f2605ebe15e17","2026-03-13T07:50:00.124000","2026-03-13T07:50:00.124000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"true","CompanyIdentityProvider","true","true","true","69b3be52096630002ea9b661","69b3c1a8e75f2605ebe15e18","2026-03-13T07:50:00.124000","2026-03-13T07:50:00.124000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"true","CompanyGroupRoleMapping","true","true","true","69b3be52096630002ea9b661","69b3c1a8e75f2605ebe15e19","2026-03-13T07:50:00.124000","2026-03-13T07:50:00.124000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"true","CompanySecurityPolicy","true","true","true","69b3be52096630002ea9b661","69b3c1a8e75f2605ebe15e1a","2026-03-13T07:50:00.124000","2026-03-13T07:50:00.124000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"true","SystemAuditLog","false","false","false","69b3be52096630002ea9b661","69b3c1a8e75f2605ebe15e1b","2026-03-13T07:50:00.124000","2026-03-13T07:50:00.124000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"true","ApplicationFunction","true","true","true","69b3be52096630002ea9b661","69b3c1a8e75f2605ebe15e1c","2026-03-13T07:50:00.124000","2026-03-13T07:50:00.124000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"false","CompanySecurityPolicy","false","false","false","69b2abf6ed07155a0004996e","69b2b148beccd3fe759a5379","2026-03-12T12:27:52.099000","2026-03-12T12:37:31.093000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"false","ApplicationFunction","false","false","false","69b2abf6ed07155a0004996e","69b2b1483641d27ef451ed1b","2026-03-12T12:27:52.072000","2026-03-12T12:37:31.514000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"false","ApplicationUser","false","false","false","69b2abf6ed07155a0004996e","69b2b14899f4d3b552de1cf2","2026-03-12T12:27:52.029000","2026-03-12T12:37:31.088000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"false","WorkflowAction","false","false","false","69b2abf6ed07155a0004996e","69b2b1489e41cec45036d0c7","2026-03-12T12:27:52.026000","2026-03-12T12:37:31.145000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"false","ApplicationUserRole","false","false","false","69b2abf6ed07155a0004996e","69b2b148ba93a5980d9b7126","2026-03-12T12:27:52.018000","2026-03-12T12:37:31.135000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"false","ApplicationRole","false","false","false","69b2abf6ed07155a0004996e","69b2b148b677bad70137c827","2026-03-12T12:27:52.015000","2026-03-12T12:37:31.098000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"false","CompanyGroupRoleMapping","false","false","false","69b2abf6ed07155a0004996e","69b2b1489f82be397bd3caac","2026-03-12T12:27:52.010000","2026-03-12T12:37:31.199000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"false","WorkflowDefinition","false","false","false","69b2abf6ed07155a0004996e","69b2b148805eee94cc5f73a9","2026-03-12T12:27:52.007000","2026-03-12T12:37:31.102000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"false","WorkflowStatus","false","false","false","69b2abf6ed07155a0004996e","69b2b1485acd5573f66c6717","2026-03-12T12:27:52.003000","2026-03-12T12:37:31.115000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"false","CompanyIdentityProvider","false","false","false","69b2abf6ed07155a0004996e","69b2b1488be1289de6be280d","2026-03-12T12:27:52.002000","2026-03-12T12:37:31.543000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"false","WorkflowTransition","false","false","false","69b2abf6ed07155a0004996e","69b2b147a02c34ebfa300ca4","2026-03-12T12:27:51.998000","2026-03-12T12:37:31.103000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"false","SystemAuditLog","false","false","false","69b2abf6ed07155a0004996e","69b2b1475e46bf7d5344ad87","2026-03-12T12:27:51.994000","2026-03-12T12:37:31.534000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"true","Contact","false","false","false","69b2abf6ed07155a0004996e","69b2b1474ae8adc79a357868","2026-03-12T12:27:51.980000","2026-03-12T12:37:39.808000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"false","VesselCompatibility","false","false","false","69b2abf6ed07155a0004996e","69b2b14736ce8392aeab637e","2026-03-12T12:27:51.969000","2026-03-12T12:37:31.105000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"false","TerminalRegistrationChecklistItem","false","false","false","69b2abf6ed07155a0004996e","69b2b1471978b24f06fa6225","2026-03-12T12:27:51.965000","2026-03-12T12:37:31.085000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"false","DocumentType","false","false","false","69b2abf6ed07155a0004996e","69b2b1473641d27ef451ed1a","2026-03-12T12:27:51.964000","2026-03-12T12:37:31.036000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"false","TerminalDocumentRequirement","false","false","false","69b2abf6ed07155a0004996e","69b2b14763dc37917b9a1520","2026-03-12T12:27:51.959000","2026-03-12T12:37:31.068000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"false","VesselTerminalDocumentSetItem","false","false","false","69b2abf6ed07155a0004996e","69b2b1473478a99ec023fa76","2026-03-12T12:27:51.958000","2026-03-12T12:37:31.069000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"false","IssuingAuthority","false","false","false","69b2abf6ed07155a0004996e","69b2b147823e4438f9928e0f","2026-03-12T12:27:51.953000","2026-03-12T12:37:31.085000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"false","VesselTerminalDocumentSet","false","false","false","69b2abf6ed07155a0004996e","69b2b147f1c0d03542a64157","2026-03-12T12:27:51.952000","2026-03-12T12:37:31.089000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"false","TerminalRegistrationApplication","false","false","false","69b2abf6ed07155a0004996e","69b2b147ae3a51b6d0bc443b","2026-03-12T12:27:51.948000","2026-03-12T12:37:31.063000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"false","Document","false","false","false","69b2abf6ed07155a0004996e","69b2b147c454f521e7782b64","2026-03-12T12:27:51.948000","2026-03-12T12:37:31.039000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"false","Country","false","false","false","69b2abf6ed07155a0004996e","69b2b1471620c687c854fbcc","2026-03-12T12:27:51.946000","2026-03-12T12:37:31.074000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"false","DocumentCategory","false","false","false","69b2abf6ed07155a0004996e","69b2b147b2e5283db7aac0eb","2026-03-12T12:27:51.938000","2026-03-12T12:37:31.069000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"false","TerminalRegistrationChecklistItem","false","false","false","69b2abf6ed07155a0004996e","69b2b147d1e3dc75000bd703","2026-03-12T12:27:51.441000","2026-03-12T12:27:53.479000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"false","ApplicationUserRole","false","false","false","69b2abf6ed07155a0004996e","69b2b147dd0a55b20c53ee52","2026-03-12T12:27:51.438000","2026-03-12T12:27:53.540000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"false","SystemAuditLog","false","false","false","69b2abf6ed07155a0004996e","69b2b14726e15608af8605b9","2026-03-12T12:27:51.432000","2026-03-12T12:27:53.521000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"false","CompanyIdentityProvider","false","false","false","69b2abf6ed07155a0004996e","69b2b1471102a8de72fb994e","2026-03-12T12:27:51.430000","2026-03-12T12:27:53.495000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"false","VesselTerminalDocumentSet","false","false","false","69b2abf6ed07155a0004996e","69b2b1475959a26cf94a0297","2026-03-12T12:27:51.426000","2026-03-12T12:27:53.497000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"false","ApplicationRole","false","false","false","69b2abf6ed07155a0004996e","69b2b1478d5880e1fafe0294","2026-03-12T12:27:51.406000","2026-03-12T12:27:53.481000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"false","DocumentCategory","false","false","false","69b2abf6ed07155a0004996e","69b2b1473641d27ef451ed19","2026-03-12T12:27:51.402000","2026-03-12T12:27:53.448000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"false","Contact","false","false","false","69b2abf6ed07155a0004996e","69b2b14725de4ba4da015035","2026-03-12T12:27:51.398000","2026-03-12T12:27:53.466000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"false","VesselTerminalDocumentSetItem","false","false","false","69b2abf6ed07155a0004996e","69b2b147339f43f9cd107b0b","2026-03-12T12:27:51.398000","2026-03-12T12:27:53.478000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"false","TerminalRegistrationApplication","false","false","false","69b2abf6ed07155a0004996e","69b2b147f199e96ed2fed528","2026-03-12T12:27:51.396000","2026-03-12T12:27:53.484000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"false","IssuingAuthority","false","false","false","69b2abf6ed07155a0004996e","69b2b1479122ac8c8a2570ed","2026-03-12T12:27:51.389000","2026-03-12T12:27:53.509000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"false","CompanySecurityPolicy","false","false","false","69b2abf6ed07155a0004996e","69b2b1472d814fc9785260e0","2026-03-12T12:27:51.075000","2026-03-12T12:27:53.517000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
