code,geoJson,notes,color,fillOpacity,displayOrder,strokeWeight,zoneType,isActive,effectiveTo,authority,tenantId,name,effectiveFrom,publicId,geometryType,status,strokeOpacity,id,created_date,updated_date,created_by_id,created_by,is_sample
"WAR_RISK","{""type"":""FeatureCollection"",""name"":""WAR_RISK"",""features"":[{""type"":""Feature"",""properties"":{""zoneCode"":""WAR_RISK"",""zoneName"":""War Risk"",""source"":""MVP_Placeholder_Editable""},""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[32,12],[44.5,12],[44.5,23],[32,23],[32,12]]],[[[43,10],[60.5,10],[60.5,21.5],[43,21.5],[43,10]]]]}}]}","","#FA7070","0.12","5","1","WAR_RISK","true","","Other","default-tenant","War Risk Zone","","d755135c-8565-4918-8382-532d023800b7","MultiPolygon","Active","0.7","697b786d1fe07ed7824f1d28","2026-01-29T15:10:37.238000","2026-01-29T15:10:37.238000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"MARPOL_SPECIAL_AREA","{""type"":""FeatureCollection"",""name"":""MARPOL_SPECIAL_AREA"",""features"":[{""type"":""Feature"",""properties"":{""zoneCode"":""MARPOL_SPECIAL_AREA"",""zoneName"":""MARPOL Special Area"",""source"":""MVP_Simplified""},""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-6,30],[36.5,30],[36.5,46.5],[-6,46.5],[-6,30]]],[[[27,40],[42.5,40],[42.5,47.5],[27,47.5],[27,40]]],[[[10,52.5],[31,52.5],[31,66],[10,66],[10,52.5]]],[[[31,12],[44,12],[44,30.5],[31,30.5],[31,12]]],[[[47,23],[57.5,23],[57.5,31],[47,31],[47,23]]],[[[43,10],[54,10],[54,16],[43,16],[43,10]]],[[[-10,48],[12,48],[12,62.5],[-10,62.5],[-10,48]]],[[[56,18],[66.5,18],[66.5,26.5],[56,26.5],[56,18]]],[[[-180,-60],[180,-60],[180,-90],[-180,-90],[-180,-60]]]]}}]}","","#95E1D3","0.12","4","1","MARPOL_SPECIAL_AREA","true","","IMO","default-tenant","MARPOL Special Area","","a7d6e8b6-5676-4b65-8e82-4b103d2d601b","MultiPolygon","Active","0.7","697b786d1fe07ed7824f1d29","2026-01-29T15:10:37.238000","2026-01-29T15:10:37.238000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"PIRACY_HRA","{""type"":""FeatureCollection"",""name"":""PIRACY_HRA"",""features"":[{""type"":""Feature"",""properties"":{""zoneCode"":""PIRACY_HRA"",""zoneName"":""Piracy HRA"",""source"":""MVP_Simplified_Editable""},""geometry"":{""type"":""Polygon"",""coordinates"":[[[32,30],[44,30],[60,26],[78,16],[78,-12],[52,-12],[40,2],[41,12],[32,20],[32,30]]]}}]}","","#FFD93D","0.12","3","1","PIRACY_HRA","true","","IMO","default-tenant","Piracy High Risk Area","","ced5f959-1dbb-4280-8971-72c95ac00ea5","Polygon","Active","0.7","697b786d1fe07ed7824f1d2a","2026-01-29T15:10:37.238000","2026-01-29T15:10:37.238000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"ECA_NECA","{""type"":""FeatureCollection"",""name"":""ECA_NECA"",""features"":[{""type"":""Feature"",""properties"":{""zoneCode"":""ECA_NECA"",""zoneName"":""ECA NECA"",""source"":""MVP_Simplified""},""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[9,53],[31,53],[31,66],[9,66],[9,53]]],[[[-5,48.3],[10.5,48.3],[10.5,62],[-5,62],[-5,48.3]]],[[[-135,30],[-117,30],[-117,49],[-135,49],[-135,30]]],[[[-83.5,24],[-40,24],[-40,50.5],[-83.5,50.5],[-83.5,24]]],[[[-70.5,15],[-59,15],[-59,23.5],[-70.5,23.5],[-70.5,15]]]]}}]}","","#4ECDC4","0.12","2","1","ECA_NECA","true","","IMO","default-tenant","ECA NECA","","6b29695d-5db1-4dae-b489-3375380ca7b9","MultiPolygon","Active","0.7","697b786d1fe07ed7824f1d2b","2026-01-29T15:10:37.238000","2026-01-29T15:10:37.238000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"ECA_SECA","{""type"":""FeatureCollection"",""name"":""ECA_SECA"",""features"":[{""type"":""Feature"",""properties"":{""zoneCode"":""ECA_SECA"",""zoneName"":""ECA SECA"",""source"":""MVP_Simplified""},""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[9,53],[31,53],[31,66],[9,66],[9,53]]],[[[-5,48.3],[10.5,48.3],[10.5,62],[-5,62],[-5,48.3]]],[[[-135,30],[-117,30],[-117,49],[-135,49],[-135,30]]],[[[-83.5,24],[-40,24],[-40,50.5],[-83.5,50.5],[-83.5,24]]],[[[-70.5,15],[-59,15],[-59,23.5],[-70.5,23.5],[-70.5,15]]]]}}]}","","#FF6B6B","0.12","1","1","ECA_SECA","true","","IMO","default-tenant","ECA SECA","","2602b2e9-252a-4279-b281-bac1a619ec42","MultiPolygon","Active","0.7","697b786d1fe07ed7824f1d2c","2026-01-29T15:10:37.238000","2026-01-29T15:10:37.238000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"MARPOL_BLACKSEA","","","","0.12","","1","MARPOL_SPECIAL_AREA","true","","IMO","default-tenant","Black Sea MARPOL Special Area","","7d94b92f-2d90-4989-8a5d-60b43c6ec98c","Polygon","Active","0.7","697b786d1fe07ed7824f1d2d","2026-01-29T15:10:37.238000","2026-01-29T15:10:37.238000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"NECA_NSEA","","","","0.12","","1","ECA_NECA","true","","IMO","default-tenant","North Sea NECA","","7ed0bf89-b53c-49bd-8ff6-dd8b4c00c19c","Polygon","Active","0.7","697b786d1fe07ed7824f1d2e","2026-01-29T15:10:37.238000","2026-01-29T15:10:37.238000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"ECA_MED","","","","0.12","","1","ECA_SECA","true","","IMO","default-tenant","Mediterranean Sea ECA","","0e472903-cf23-4548-a903-0b0de6ca8037","Polygon","Active","0.7","697b786d1fe07ed7824f1d2f","2026-01-29T15:10:37.238000","2026-01-29T15:10:37.238000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"NECA_BALTIC","","","","0.12","","1","ECA_NECA","true","","IMO","default-tenant","Baltic Sea NECA","","3d90a14c-f445-4e70-8615-4cc5d78eba83","Polygon","Active","0.7","697b786d1fe07ed7824f1d30","2026-01-29T15:10:37.238000","2026-01-29T15:10:37.238000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"NECA_NAMERICA","","","","0.12","","1","ECA_NECA","true","","IMO","default-tenant","North American NECA","","96c77ca0-2b3e-4520-90f7-ae89c7039ea1","Polygon","Active","0.7","697b786d1fe07ed7824f1d31","2026-01-29T15:10:37.238000","2026-01-29T15:10:37.238000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"WAR_RISK_REDSEA","","","","0.12","","1","WAR_RISK","true","","Company","default-tenant","Red Sea War Risk Area","","26ac3001-8869-4084-99ef-95085287d21a","Polygon","Active","0.7","697b786d1fe07ed7824f1d32","2026-01-29T15:10:37.238000","2026-01-29T15:10:37.238000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"COMP_TRADING_GULF","","","","0.12","","1","COMPANY_TRADING_AREA","true","","Company","default-tenant","Arabian Gulf Trading Area","","a2e4ae7d-6003-4210-bccb-6fccb6a60b6c","Polygon","Active","0.7","697b786d1fe07ed7824f1d33","2026-01-29T15:10:37.238000","2026-01-29T15:10:37.238000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"MARPOL_ANTARCTIC","","","","0.12","","1","MARPOL_SPECIAL_AREA","true","","IMO","default-tenant","Antarctic MARPOL Special Area","","f41f966b-9d6c-4a7f-a29d-c9a7355767a6","Polygon","Active","0.7","697b786d1fe07ed7824f1d34","2026-01-29T15:10:37.238000","2026-01-29T15:10:37.238000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"MARPOL_BALTIC","","","","0.12","","1","MARPOL_SPECIAL_AREA","true","","IMO","default-tenant","Baltic Sea MARPOL Special Area","","65412c7f-fd9c-4ef4-aaf0-1611b8c75201","Polygon","Active","0.7","697b786d1fe07ed7824f1d35","2026-01-29T15:10:37.238000","2026-01-29T15:10:37.238000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"ECA_BALTIC","","Baltic Sea emission control area","","0.12","","1","ECA_SECA","true","","IMO","default-tenant","Baltic Sea ECA","2006-05-19","650e8400-e29b-41d4-a716-446655440002","Polygon","Active","0.7","697b786d1fe07ed7824f1d36","2026-01-29T15:10:37.238000","2026-01-29T15:10:37.238000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"MARPOL_GULFS","","","","0.12","","1","MARPOL_SPECIAL_AREA","true","","IMO","default-tenant","Gulfs Area MARPOL Special Area","","b2f35e8d-bc00-4210-8764-dc6f7b8d0e1c","Polygon","Active","0.7","697b786d1fe07ed7824f1d37","2026-01-29T15:10:37.238000","2026-01-29T15:10:37.238000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"ECA_NAMERICA","","","","0.12","","1","ECA_SECA","true","","IMO","default-tenant","North American ECA","","cfa34677-e1de-474c-b1dc-0a615b74aaee","Polygon","Active","0.7","697b786d1fe07ed7824f1d38","2026-01-29T15:10:37.238000","2026-01-29T15:10:37.238000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"PIRACY_GOA","","High Risk Area for piracy in Gulf of Aden","","0.12","","1","PIRACY_HRA","true","","IMO","default-tenant","Gulf of Aden High Risk Area","","650e8400-e29b-41d4-a716-446655440004","BBox","Active","0.7","697b786d1fe07ed7824f1d39","2026-01-29T15:10:37.238000","2026-01-29T15:10:37.238000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"ECA_USCARIB","","US and Caribbean emission control area for NOx and SOx","","0.12","","1","ECA_NECA","true","","US_EPA","default-tenant","US Caribbean ECA","2014-01-01","650e8400-e29b-41d4-a716-446655440003","MultiPolygon","Active","0.7","697b786d1fe07ed7824f1d3a","2026-01-29T15:10:37.238000","2026-01-29T15:10:37.238000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"ECA_NSEA","","North Sea and English Channel emission control area","","0.12","","1","ECA_SECA","true","","IMO","default-tenant","North Sea ECA","2015-01-01","650e8400-e29b-41d4-a716-446655440001","Polygon","Active","0.7","697b786d1fe07ed7824f1d3b","2026-01-29T15:10:37.238000","2026-01-29T15:10:37.238000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"PIRACY_GOA","","High Risk Area for piracy in Gulf of Aden","","0.12","","1","PIRACY_HRA","true","","IMO","default-tenant","Gulf of Aden High Risk Area","","650e8400-e29b-41d4-a716-446655440004","BBox","Active","0.7","697b786d1fe07ed7824f1d3c","2026-01-29T15:10:37.238000","2026-01-29T15:10:37.238000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"ECA_BALTIC","","Baltic Sea emission control area","","0.12","","1","ECA_SECA","true","","IMO","default-tenant","Baltic Sea ECA","2006-05-19","650e8400-e29b-41d4-a716-446655440002","Polygon","Active","0.7","697b786d1fe07ed7824f1d3d","2026-01-29T15:10:37.238000","2026-01-29T15:10:37.238000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"ECA_USCARIB","","US and Caribbean emission control area for NOx and SOx","","0.12","","1","ECA_NECA","true","","US_EPA","default-tenant","US Caribbean ECA","2014-01-01","650e8400-e29b-41d4-a716-446655440003","MultiPolygon","Active","0.7","697b786d1fe07ed7824f1d3e","2026-01-29T15:10:37.238000","2026-01-29T15:10:37.238000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"ECA_NSEA","","North Sea and English Channel emission control area","","0.12","","1","ECA_SECA","true","","IMO","default-tenant","North Sea ECA","2015-01-01","650e8400-e29b-41d4-a716-446655440001","Polygon","Active","0.7","697b786d1fe07ed7824f1d3f","2026-01-29T15:10:37.238000","2026-01-29T15:10:37.238000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
