website,notes,countryPublicId,hqCity,mainContactId,type,isActive,hqCountryId,countryId,hqPostalCode,legalName,phone,iacsMember,sortOrder,tenantId,name,hqAddressLine1,publicId,email,mainContactPublicId,id,created_date,updated_date,created_by_id,created_by,is_sample
"https://www.crs.hr","CRS Head Office contact page.","","Split","","Authority","true","6953a8d314d9fb17da981845","","21000","Croatian Register of Shipping","+385 21 408 111","true","","default-tenant","CRS","Marasovića 67","c7cfd483-4e09-4f3a-aad3-31cedb403991","info@crs.hr","","697c5ff1b40996a288059caa","2026-01-30T07:38:25.363000","2026-01-30T07:38:25.363000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"htpps://www.spectec.ae","Test Owner company as STME Notes","550e8400-e29b-41d4-a716-446655440001","","","Owner","false","","6953a6fd33c70a0c53172812","","","","false","","default-tenant","SpecTec Middle East","","665987e6-06b6-4255-803c-8cc9bf057192","","","697c5ff1b40996a288059cb8","2026-01-30T07:38:25.363000","2026-01-30T07:38:25.363000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"https://www.dnv.com","Main HQ, Oslo area (Høvik).","","Høvik (Oslo HQ)","","Authority","true","6953a6fd33c70a0c53172817","","1363","DNV","+47 6757 9900","true","","default-tenant","DNV","Veritasveien 1","ce92a908-5bbc-4d0e-ac01-11ae979663a5","","","697c5ff1b40996a288059cb3","2026-01-30T07:38:25.363000","2026-01-30T07:38:25.363000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"https://www.tidi.rs","","2560eccb-df6c-4079-b7b7-87e8375d7320","","","Agent","true","","6953a8d314d9fb17da9818ae","","","","false","","default-tenant","Tidi Solutions DOO","","6df1ca9a-f9ca-4acb-a26c-6884828a27d1","","","697c5ff1b40996a288059cb7","2026-01-30T07:38:25.363000","2026-01-30T07:38:25.363000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"https://prs.pl","PRS head office contact page.","","Gdańsk","","Authority","true","6953a8d314d9fb17da981895","","80-416","Polski Rejestr Statków S.A. (Polish Register of Shipping)","+48 58 346 17 00","true","","default-tenant","PRS","al. gen. Józefa Hallera 126","34fa5cf7-ee51-430c-838b-9ed4f181dfd1","mailbox@prs.pl","","697c5ff1b40996a288059ca9","2026-01-30T07:38:25.363000","2026-01-30T07:38:25.363000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"https://www.dnv.com","","550e8400-e29b-41d4-a716-446655440006","Hovik","","Authority","true","6953a6fd33c70a0c53172817","6953a6fd33c70a0c53172817","1322","DNV SA","","true","","default-tenant","DNV (original)","Veritasveien 1","71b4a797-4ed4-4f7c-8d57-6f75075e0099","","","697c5ff1b40996a288059cb5","2026-01-30T07:38:25.363000","2026-01-30T07:38:25.363000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"https://ww2.eagle.org","ABS World Headquarters.","","Spring (Houston area)","","Authority","true","6953a6fd33c70a0c53172813","","77389","American Bureau of Shipping","+1 281 877 6000","true","","default-tenant","ABS","1701 City Plaza Drive, Spring, TX","1f1a34a3-753d-49ee-80df-e24af761c0b6","","","697c5ff1b40996a288059cb2","2026-01-30T07:38:25.363000","2026-01-30T07:38:25.363000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"https://www.krs.co.kr/eng/","Address shown on KR site footer.","","Busan","","Authority","true","6953a8d314d9fb17da98185c","","46762","Korean Register","","true","","default-tenant","KR","36, Myeongji ocean city 9-ro, Gangseo-gu","dba2feef-46a3-4a8b-8da9-00439f89613f","","","697c5ff1b40996a288059cac","2026-01-30T07:38:25.363000","2026-01-30T07:38:25.363000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"https://www.ccs.org.cn","Headquarters contact details.","","Beijing","","Authority","true","6953a8d314d9fb17da98180d","","100007","China Classification Society","+86 10 58112288","true","","default-tenant","CCS","CCS Mansion, 9 Dongzhimen Nan Da Jie","57406e0f-ccce-4855-a3a4-815b8970b9fc","ccs@ccs.org.cn","","697c5ff1b40996a288059cad","2026-01-30T07:38:25.363000","2026-01-30T07:38:25.363000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"https://www.classnk.or.jp","Head Office, Administration Center.","","Tokyo","","Authority","true","6953a8d314d9fb17da981855","","102-8567","Nippon Kaiji Kyokai","+81 3 3230 1201","true","","default-tenant","ClassNK","4-7, Kioi-cho, Chiyoda-ku","d0646ad2-6d27-4ba3-80c9-6973a1656a1a","","","697c5ff1b40996a288059cb0","2026-01-30T07:38:25.363000","2026-01-30T07:38:25.363000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"https://www.shipindia.com","LNG vessel owner, Indian state shipping company.","","Mumbai","","Owner","true","6953a8d314d9fb17da98184a","","400021","The Shipping Corporation of India Ltd.","","false","","default-tenant","SCI","Shipping House, 245 Madam Cama Road","9fbdfa85-f182-40b9-8484-bb77ffbfe64d","","","697c5ff1b40996a288059ca5","2026-01-30T07:38:25.363000","2026-01-30T07:38:25.363000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"https://www.irclass.org","Head Office listing on IRClass site.","","Mumbai","","Authority","true","6953a8d314d9fb17da98184a","","400 072","Indian Register of Shipping","+91 22 3051 9400","true","","default-tenant","IRS (IRClass)","52A, Adi Shankaracharya Marg, Opp. Powai Lake, Powai","b7889f35-270c-4ed6-9c08-a393fae0469a","ho@irclass.org","","697c5ff1b40996a288059cab","2026-01-30T07:38:25.363000","2026-01-30T07:38:25.363000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"https://corporate.exxonmobil.com","LNG producer and charterer.","","Spring, Texas","","Other","true","6953a6fd33c70a0c53172813","","77389","Exxon Mobil Corporation","","false","","default-tenant","ExxonMobil","22777 Springwoods Village Parkway","f7a7c1bd-8a51-4d39-8fae-7a62b2ee176c","","","697c5ff1b40996a288059ca0","2026-01-30T07:38:25.363000","2026-01-30T07:38:25.363000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"https://www.teekay.com","LNG carrier owner and manager.","","Hamilton","","Owner","true","6953a8d314d9fb17da981800","","HM 08","Teekay LNG Partners L.P.","","false","","default-tenant","Teekay","4th Floor, Belvedere Building, 69 Pitts Bay Road","d366b82e-5638-49ec-9682-ce951294439c","","","697c5ff1b40996a288059ca6","2026-01-30T07:38:25.363000","2026-01-30T07:38:25.363000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"https://www.nyk.com","LNG vessel owner and operator, Nakilat partner.","","Tokyo","","Owner","true","6953a8d314d9fb17da981855","","100-0005","Nippon Yusen Kabushiki Kaisha","","false","","default-tenant","NYK Line","2-3-2 Marunouchi, Chiyoda-ku","9628c174-45d2-42e4-b911-f7eefa762803","","","697c5ff1b40996a288059ca8","2026-01-30T07:38:25.363000","2026-01-30T07:38:25.363000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"https://www.petronetlng.in","LNG importer and charter counterparty (PLL).","","New Delhi","","Other","true","6953a8d314d9fb17da98184a","","110001","Petronet LNG Limited","","false","","default-tenant","Petronet LNG","World Trade Centre, Babar Road","33fd86b9-b0f2-4a2e-81a0-613931b7d01c","","","697c5ff1b40996a288059c9d","2026-01-30T07:38:25.362000","2026-01-30T07:38:25.362000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"https://gunvorgroup.com","LNG and energy trader.","","Geneva","","Other","true","6953a8d314d9fb17da98180b","","1201","Gunvor Group Ltd","","false","","default-tenant","Gunvor","10 Rue de Chantepoulet","4e930a59-ab1b-4bc8-ac4f-c7bf73971d47","","","697c5ff1b40996a288059c9f","2026-01-30T07:38:25.362000","2026-01-30T07:38:25.362000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"https://www.msl-ltd.com","LNG shipping and technical services provider.","","Aberdeen","","Service Provider","true","6953a6fd33c70a0c53172814","","AB11 5QH","Methane Services Limited","","false","","default-tenant","Methane Services Limited","Methane House, North Esplanade West","408d1ee6-1bb9-4d21-96d1-f9593f567551","","","697c5ff1b40996a288059c9c","2026-01-30T07:38:25.362000","2026-01-30T07:38:25.362000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"https://www.mcdermott.com","Offshore and onshore EPC partner.","","Houston","","Service Provider","true","6953a6fd33c70a0c53172813","","77079","McDermott International, Ltd.","","false","","default-tenant","McDermott","757 N Eldridge Parkway","e18a812c-d224-4e72-bb74-7ecbdf7d8045","","","697c5ff1b40996a288059c9a","2026-01-30T07:38:25.362000","2026-01-30T07:38:25.362000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"https://www.keppelom.com","Shipyard and offshore services partner.","","Singapore","","Service Provider","true","6953a6fd33c70a0c53172816","","629351","Keppel Offshore & Marine Ltd","","false","","default-tenant","Keppel O&M","50 Gul Road","3a18f858-e476-4ce6-88cd-f29d9712aa16","","","697c5ff1b40996a288059c9b","2026-01-30T07:38:25.362000","2026-01-30T07:38:25.362000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"https://www.cheniere.com","LNG producer and exporter.","","Houston","","Other","true","6953a6fd33c70a0c53172813","","77002","Cheniere Energy, Inc.","","false","","default-tenant","Cheniere","700 Milam Street, Suite 1900","8e536b29-edec-41a3-bf6b-3656806b6426","","","697c5ff1b40996a288059c9e","2026-01-30T07:38:25.362000","2026-01-30T07:38:25.362000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"https://www.excelerateenergy.com","FSRU owner and LNG infrastructure partner.","","The Woodlands, Texas","","Service Provider","true","6953a6fd33c70a0c53172813","","77381","Excelerate Energy, Inc.","","false","","default-tenant","Excelerate Energy","2445 Technology Forest Blvd","76ebd212-b4a3-4b63-840b-e3a01982f17f","","","697c5ff1b40996a288059c99","2026-01-30T07:38:25.362000","2026-01-30T07:38:25.362000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
