can_execute,notes,application_role_id,function_name,id,created_date,updated_date,created_by_id,created_by,is_sample
"true","","69b3be52096630002ea9b661","berth.archive","69b3c093545fa9ac3646c1e3","2026-03-13T07:45:23.752000","2026-03-13T07:45:23.752000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"true","","69b3be52096630002ea9b661","vessel.create","69b3c093545fa9ac3646c1e4","2026-03-13T07:45:23.752000","2026-03-13T07:45:23.752000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"true","","69b3be52096630002ea9b65f","terminal.complex.create","69b3c093545fa9ac3646c1c8","2026-03-13T07:45:23.721000","2026-03-13T07:45:23.721000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"true","","69b3be52096630002ea9b65f","terminal.complex.edit","69b3c093545fa9ac3646c1c9","2026-03-13T07:45:23.721000","2026-03-13T07:45:23.721000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"true","","69b3be52096630002ea9b65f","terminal.create","69b3c093545fa9ac3646c1ca","2026-03-13T07:45:23.721000","2026-03-13T07:45:23.721000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"true","","69b3be52096630002ea9b65f","terminal.edit","69b3c093545fa9ac3646c1cb","2026-03-13T07:45:23.721000","2026-03-13T07:45:23.721000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"false","","69b3be52096630002ea9b65f","terminal.archive","69b3c093545fa9ac3646c1cc","2026-03-13T07:45:23.721000","2026-03-13T07:45:23.721000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"true","","69b3be52096630002ea9b65f","berth.create","69b3c093545fa9ac3646c1cd","2026-03-13T07:45:23.721000","2026-03-13T07:45:23.721000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"true","","69b3be52096630002ea9b65f","berth.edit","69b3c093545fa9ac3646c1ce","2026-03-13T07:45:23.721000","2026-03-13T07:45:23.721000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"false","","69b3be52096630002ea9b65f","berth.archive","69b3c093545fa9ac3646c1cf","2026-03-13T07:45:23.721000","2026-03-13T07:45:23.721000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"true","","69b3be52096630002ea9b65f","vessel.create","69b3c093545fa9ac3646c1d0","2026-03-13T07:45:23.721000","2026-03-13T07:45:23.721000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"true","","69b3be52096630002ea9b65f","vessel.edit","69b3c093545fa9ac3646c1d1","2026-03-13T07:45:23.721000","2026-03-13T07:45:23.721000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"true","","69b3be52096630002ea9b65f","vessel.document.upload","69b3c093545fa9ac3646c1d2","2026-03-13T07:45:23.721000","2026-03-13T07:45:23.721000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"true","","69b3be52096630002ea9b65f","registration.run","69b3c093545fa9ac3646c1d3","2026-03-13T07:45:23.721000","2026-03-13T07:45:23.721000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"false","","69b3be52096630002ea9b65f","registration.approve","69b3c093545fa9ac3646c1d4","2026-03-13T07:45:23.721000","2026-03-13T07:45:23.721000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"false","","69b3be52096630002ea9b65f","registration.reject","69b3c093545fa9ac3646c1d5","2026-03-13T07:45:23.721000","2026-03-13T07:45:23.721000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"true","","69b3be52096630002ea9b65f","compatibility.execute","69b3c093545fa9ac3646c1d6","2026-03-13T07:45:23.721000","2026-03-13T07:45:23.721000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"true","","69b3be52096630002ea9b65f","company.create","69b3c093545fa9ac3646c1d7","2026-03-13T07:45:23.721000","2026-03-13T07:45:23.721000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"true","","69b3be52096630002ea9b65f","company.edit","69b3c093545fa9ac3646c1d8","2026-03-13T07:45:23.721000","2026-03-13T07:45:23.721000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"true","","69b3be52096630002ea9b65f","contact.create","69b3c093545fa9ac3646c1d9","2026-03-13T07:45:23.721000","2026-03-13T07:45:23.721000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"true","","69b3be52096630002ea9b65f","contact.edit","69b3c093545fa9ac3646c1da","2026-03-13T07:45:23.721000","2026-03-13T07:45:23.721000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"true","","69b3be52096630002ea9b65f","document.upload","69b3c093545fa9ac3646c1db","2026-03-13T07:45:23.721000","2026-03-13T07:45:23.721000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"true","","69b3be52096630002ea9b660","terminal.complex.create","69b3c093545fa9ac3646c1b4","2026-03-13T07:45:23.708000","2026-03-13T07:45:23.708000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"true","","69b3be52096630002ea9b660","terminal.complex.edit","69b3c093545fa9ac3646c1b5","2026-03-13T07:45:23.708000","2026-03-13T07:45:23.708000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"true","","69b3be52096630002ea9b660","terminal.create","69b3c093545fa9ac3646c1b6","2026-03-13T07:45:23.708000","2026-03-13T07:45:23.708000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"true","","69b3be52096630002ea9b660","terminal.edit","69b3c093545fa9ac3646c1b7","2026-03-13T07:45:23.708000","2026-03-13T07:45:23.708000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"true","","69b3be52096630002ea9b660","terminal.archive","69b3c093545fa9ac3646c1b8","2026-03-13T07:45:23.708000","2026-03-13T07:45:23.708000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"true","","69b3be52096630002ea9b660","berth.create","69b3c093545fa9ac3646c1b9","2026-03-13T07:45:23.708000","2026-03-13T07:45:23.708000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"true","","69b3be52096630002ea9b660","berth.edit","69b3c093545fa9ac3646c1ba","2026-03-13T07:45:23.708000","2026-03-13T07:45:23.708000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"true","","69b3be52096630002ea9b660","berth.archive","69b3c093545fa9ac3646c1bb","2026-03-13T07:45:23.708000","2026-03-13T07:45:23.708000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"true","","69b3be52096630002ea9b660","vessel.create","69b3c093545fa9ac3646c1bc","2026-03-13T07:45:23.708000","2026-03-13T07:45:23.708000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"true","","69b3be52096630002ea9b660","vessel.edit","69b3c093545fa9ac3646c1bd","2026-03-13T07:45:23.708000","2026-03-13T07:45:23.708000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"true","","69b3be52096630002ea9b660","vessel.document.upload","69b3c093545fa9ac3646c1be","2026-03-13T07:45:23.708000","2026-03-13T07:45:23.708000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"true","","69b3be52096630002ea9b660","registration.run","69b3c093545fa9ac3646c1bf","2026-03-13T07:45:23.708000","2026-03-13T07:45:23.708000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"true","","69b3be52096630002ea9b660","registration.approve","69b3c093545fa9ac3646c1c0","2026-03-13T07:45:23.708000","2026-03-13T07:45:23.708000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"true","","69b3be52096630002ea9b660","registration.reject","69b3c093545fa9ac3646c1c1","2026-03-13T07:45:23.708000","2026-03-13T07:45:23.708000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"true","","69b3be52096630002ea9b660","compatibility.execute","69b3c093545fa9ac3646c1c2","2026-03-13T07:45:23.708000","2026-03-13T07:45:23.708000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"true","","69b3be52096630002ea9b660","company.create","69b3c093545fa9ac3646c1c3","2026-03-13T07:45:23.708000","2026-03-13T07:45:23.708000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"true","","69b3be52096630002ea9b660","company.edit","69b3c093545fa9ac3646c1c4","2026-03-13T07:45:23.708000","2026-03-13T07:45:23.708000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"true","","69b3be52096630002ea9b660","contact.create","69b3c093545fa9ac3646c1c5","2026-03-13T07:45:23.708000","2026-03-13T07:45:23.708000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"true","","69b3be52096630002ea9b660","contact.edit","69b3c093545fa9ac3646c1c6","2026-03-13T07:45:23.708000","2026-03-13T07:45:23.708000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"true","","69b3be52096630002ea9b660","document.upload","69b3c093545fa9ac3646c1c7","2026-03-13T07:45:23.708000","2026-03-13T07:45:23.708000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
