comments,documentTypeId,validFrom,requirementPublicId,documentTypePublicId,applicationPublicId,tenantId,matchedVesselDocumentPublicId,applicationId,requirementId,evaluationStatus,publicId,isMandatory,matchedVesselDocumentId,id,created_date,updated_date,created_by_id,created_by,is_sample
"","6953ccd51b7a6c41361addfe","2026-01-08","0d3ebf9d-6950-413c-9c07-8ba967a137de","f94ce3ea-b22c-4f22-a9a0-709b90ff0785","6cbe8f58-15e1-468f-8ba0-f38c4a0afdce","default-tenant","","696101333e0ae9d8598e74d8","695f87af1bb4b31969848e25","MISSING","ef9ba267-ed9a-49f7-ba4b-1e785f4969d2","true","","698491d379192e803f7a232d","2026-02-05T12:49:23.222000","2026-02-05T12:49:23.222000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"","6960bda9f9d6201582bda935","2026-01-01","2338c0af-9240-456c-8bfd-41c2b57091a4","a72e7741-0883-4e7a-a44b-291b42334021","6cbe8f58-15e1-468f-8ba0-f38c4a0afdce","default-tenant","","696101333e0ae9d8598e74d8","6960be62c25fd03926d7f433","MISSING","d781570f-9abd-46a2-9cf3-b6e7c1a07567","true","","698491d379192e803f7a232e","2026-02-05T12:49:23.222000","2026-02-05T12:49:23.222000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"","6960bda9d1d9ec4b67ea2354","2026-01-01","5da09093-1fe4-46ad-a2d9-13fc587e89d7","da2a8d3a-95a3-4499-893d-4719b6b0c547","6cbe8f58-15e1-468f-8ba0-f38c4a0afdce","default-tenant","","696101333e0ae9d8598e74d8","6960be627b7a38f81709618a","MISSING","dd1e42c4-dd25-4bee-a9ec-1f25b17a199c","true","","698491d379192e803f7a232f","2026-02-05T12:49:23.222000","2026-02-05T12:49:23.222000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"","6960bdaa0321b1b57c06aa0f","2026-01-01","d3d5cb49-c996-4c7b-afea-89605548635c","b022c1d4-217f-4dea-9a1c-97cd254edb04","6cbe8f58-15e1-468f-8ba0-f38c4a0afdce","default-tenant","","696101333e0ae9d8598e74d8","6960be63ff878efd62acc55b","MISSING","9bee85eb-e8a8-4adf-81bb-095a3e30604a","true","","698491d379192e803f7a2330","2026-02-05T12:49:23.222000","2026-02-05T12:49:23.222000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"","695ce2b8d0a71b99a993bfe3","2026-01-01","df7920d6-1199-4a87-a666-af6616740118","8f669aa1-4d3e-4769-80b8-8c4544beafc1","6cbe8f58-15e1-468f-8ba0-f38c4a0afdce","default-tenant","","696101333e0ae9d8598e74d8","6960be637b7a38f81709618d","MISSING","9b460fbb-ce8e-4b2a-a0d4-ba4546289c52","true","","698491d379192e803f7a2331","2026-02-05T12:49:23.222000","2026-02-05T12:49:23.222000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"","6960bdace72b4560dab8f3de","2026-01-01","a1e3d784-1880-4518-82c5-2f5c7c8e6417","74ecc5b0-90bd-4d10-9add-b9d77e6fa431","6cbe8f58-15e1-468f-8ba0-f38c4a0afdce","default-tenant","","696101333e0ae9d8598e74d8","6960be6411bfbae02dce3124","MISSING","ec38fd57-3228-48c9-bff7-6ff492c2acbe","true","","698491d379192e803f7a2332","2026-02-05T12:49:23.222000","2026-02-05T12:49:23.222000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"","6960bdac0321b1b57c06aa10","2026-01-01","cfbc908d-2a04-497a-bd1b-e64918defa65","deecaf4a-d3b4-4774-bac2-ea3e20ec2ebb","6cbe8f58-15e1-468f-8ba0-f38c4a0afdce","default-tenant","","696101333e0ae9d8598e74d8","6960be64e90233a834acba4c","MISSING","2d9fae29-8a54-4971-be8a-b17f744254f5","true","","698491d379192e803f7a2333","2026-02-05T12:49:23.222000","2026-02-05T12:49:23.222000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"","6960bdaaa6b733086dc1d526","2026-01-01","3736c7fc-6197-47f3-8e6f-6442b97254a1","3d220df1-1aa5-4e3c-ae3d-8095c67d4f7a","6cbe8f58-15e1-468f-8ba0-f38c4a0afdce","default-tenant","","696101333e0ae9d8598e74d8","6960be64061fbeb5ce1ebfb6","MISSING","fca1cedb-5812-4032-b057-1783093e4367","true","","698491d379192e803f7a2334","2026-02-05T12:49:23.222000","2026-02-05T12:49:23.222000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"","6960bdab57b7e1460ea9f261","2026-01-01","29e71393-8301-4bca-88bf-1954b5a80c41","67d3d808-186f-46de-815a-743c03767a95","6cbe8f58-15e1-468f-8ba0-f38c4a0afdce","default-tenant","","696101333e0ae9d8598e74d8","6960be656cd0f63d79488344","MISSING","a6f8a8d2-6d69-442b-9b72-cdf25fbed5ea","true","","698491d379192e803f7a2335","2026-02-05T12:49:23.222000","2026-02-05T12:49:23.222000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"","6960bdabab6b205479db300a","2026-01-01","455b485c-4656-44aa-92e1-8ad1467bf6c0","add4ef3c-b9b7-4189-ab0a-ab7f130d6d2e","6cbe8f58-15e1-468f-8ba0-f38c4a0afdce","default-tenant","","696101333e0ae9d8598e74d8","6960be65bb32908cc75c010a","MISSING","9afa15f2-ce47-4cc1-9fb9-95abb8b17946","true","","698491d379192e803f7a2336","2026-02-05T12:49:23.222000","2026-02-05T12:49:23.222000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"","6960bdac45ca06451795c57f","2026-01-01","27e1fac0-c807-4f70-ae99-da7393aab449","46dcbda1-f7d9-4191-b417-da5fb26198d5","6cbe8f58-15e1-468f-8ba0-f38c4a0afdce","default-tenant","","696101333e0ae9d8598e74d8","6960be656b96016d997ce8d1","MISSING","d9406d41-6d38-4b79-9f6f-262239b3b597","true","","698491d379192e803f7a2337","2026-02-05T12:49:23.222000","2026-02-05T12:49:23.222000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"","6960bdad3e7788c1b84b5267","2026-01-01","48482676-18c2-47a8-b255-05cff32d3d7d","fe004d26-6249-46aa-ba57-7c712ab36916","6cbe8f58-15e1-468f-8ba0-f38c4a0afdce","default-tenant","","696101333e0ae9d8598e74d8","6960be6635348d54f8ccf3a6","MISSING","d8b574ee-1489-40d7-9228-bda08d6b6852","true","","698491d379192e803f7a2338","2026-02-05T12:49:23.222000","2026-02-05T12:49:23.222000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"","6960bdad7852d992c4499479","2026-01-01","96d811bc-f8d8-425b-b974-445765c0469e","f1243fb0-f760-4ecb-b88d-2f403f1d8f52","6cbe8f58-15e1-468f-8ba0-f38c4a0afdce","default-tenant","","696101333e0ae9d8598e74d8","6960be661a63a7016c219994","MISSING","bddbaa68-acd5-43dc-890f-1e7b2d5355ee","true","","698491d379192e803f7a2339","2026-02-05T12:49:23.222000","2026-02-05T12:49:23.222000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"","695ce2bcf21cc0bd5a8c8282","2026-01-01","3d2e0940-ad99-4ce4-837a-e98bd50063e5","c3097fab-127f-437a-a387-64ea17ff6de7","6cbe8f58-15e1-468f-8ba0-f38c4a0afdce","default-tenant","","696101333e0ae9d8598e74d8","6960be67fcf75d9c4f3a680a","MISSING","d621a05e-5224-4598-97fc-65a5980fd084","true","","698491d379192e803f7a233a","2026-02-05T12:49:23.222000","2026-02-05T12:49:23.222000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"","6953ccd51b7a6c41361addfe","2026-01-08","05a0a4f2-5488-43c7-b516-70714e4cf14e","f94ce3ea-b22c-4f22-a9a0-709b90ff0785","b6ad0a69-c130-4fc4-b55b-5f9f52cd2951","default-tenant","","6960f7048aeb7d6395591637","695f87bed99ec87e61e6e318","MISSING","61335a47-5cc1-40ff-8a67-80aafeb8fa75","true","","698491d379192e803f7a233b","2026-02-05T12:49:23.222000","2026-02-05T12:49:23.222000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"","6953cccdcc3919f49b384d90","2026-01-08","55d71237-cbf3-4461-8691-3d2f65ad722c","8b1a4a35-5722-4f17-8a96-af35fda82bb8","b6ad0a69-c130-4fc4-b55b-5f9f52cd2951","default-tenant","","6960f7048aeb7d6395591637","695f87ae1acd9cf9b054aa8d","MISSING","93a5d19e-1e59-4d9f-afdf-7a48bef34ad5","true","","698491d379192e803f7a233c","2026-02-05T12:49:23.222000","2026-02-05T12:49:23.222000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"","695ce2b91989069e80490ca0","2026-01-08","6373df37-34c4-4e96-a501-d4a1541b5e41","d817690e-b5cf-435b-b8b9-666dfde5e154","b6ad0a69-c130-4fc4-b55b-5f9f52cd2951","default-tenant","","6960f7048aeb7d6395591637","695f87aed96f3aa4828d41cb","MISSING","a748722f-fc15-434f-a967-fe54636311b3","true","","698491d379192e803f7a233d","2026-02-05T12:49:23.222000","2026-02-05T12:49:23.222000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"","6953ccd639d77e9c4cd19d1f","2026-01-08","55040d2f-8ab4-4525-9b0f-eab39cfaa378","bf6d217b-f0c0-427a-bd59-ef08da4d1bd8","b6ad0a69-c130-4fc4-b55b-5f9f52cd2951","default-tenant","","6960f7048aeb7d6395591637","695f87af4158498aff380213","MISSING","a7e53935-0e10-4b26-b379-e1b2b1723efd","true","","698491d379192e803f7a233e","2026-02-05T12:49:23.222000","2026-02-05T12:49:23.222000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"","6953ccd3387c6290433417a8","2026-01-08","7a8ade53-e334-4cc0-95d1-71eb2c1492ca","de638a86-15fc-4aab-8417-84a356667250","b6ad0a69-c130-4fc4-b55b-5f9f52cd2951","default-tenant","","6960f7048aeb7d6395591637","695f87afb8f0f4324e1e7e99","MISSING","00c005a0-61aa-4195-a0d6-3115817e641f","true","","698491d379192e803f7a233f","2026-02-05T12:49:23.222000","2026-02-05T12:49:23.222000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"","6953ccd51b7a6c41361addfe","2026-01-08","0d3ebf9d-6950-413c-9c07-8ba967a137de","f94ce3ea-b22c-4f22-a9a0-709b90ff0785","b6ad0a69-c130-4fc4-b55b-5f9f52cd2951","default-tenant","","6960f7048aeb7d6395591637","695f87af1bb4b31969848e25","MISSING","2a8a0565-8ca2-4116-b0ec-2c9f3814adad","true","","698491d379192e803f7a2340","2026-02-05T12:49:23.222000","2026-02-05T12:49:23.222000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"","6960bda9f9d6201582bda935","2026-01-01","2338c0af-9240-456c-8bfd-41c2b57091a4","a72e7741-0883-4e7a-a44b-291b42334021","b6ad0a69-c130-4fc4-b55b-5f9f52cd2951","default-tenant","","6960f7048aeb7d6395591637","6960be62c25fd03926d7f433","MISSING","4073a8bc-7800-4a36-b892-fe4f0929b504","true","","698491d379192e803f7a2341","2026-02-05T12:49:23.222000","2026-02-05T12:49:23.222000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"","6960bda9d1d9ec4b67ea2354","2026-01-01","5da09093-1fe4-46ad-a2d9-13fc587e89d7","da2a8d3a-95a3-4499-893d-4719b6b0c547","b6ad0a69-c130-4fc4-b55b-5f9f52cd2951","default-tenant","","6960f7048aeb7d6395591637","6960be627b7a38f81709618a","MISSING","c6f3251b-7366-44ca-9aef-c1d39e62ac05","true","","698491d379192e803f7a2342","2026-02-05T12:49:23.222000","2026-02-05T12:49:23.222000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"","6960bdaa0321b1b57c06aa0f","2026-01-01","d3d5cb49-c996-4c7b-afea-89605548635c","b022c1d4-217f-4dea-9a1c-97cd254edb04","b6ad0a69-c130-4fc4-b55b-5f9f52cd2951","default-tenant","","6960f7048aeb7d6395591637","6960be63ff878efd62acc55b","MISSING","5dd535b6-86ac-452b-8818-ca8937b2dc3c","true","","698491d379192e803f7a2343","2026-02-05T12:49:23.222000","2026-02-05T12:49:23.222000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"","695ce2b8d0a71b99a993bfe3","2026-01-01","df7920d6-1199-4a87-a666-af6616740118","8f669aa1-4d3e-4769-80b8-8c4544beafc1","b6ad0a69-c130-4fc4-b55b-5f9f52cd2951","default-tenant","","6960f7048aeb7d6395591637","6960be637b7a38f81709618d","MISSING","852e4bcf-b093-48cf-9e98-6eafdedfba5a","true","","698491d379192e803f7a2344","2026-02-05T12:49:23.222000","2026-02-05T12:49:23.222000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"","6960bdace72b4560dab8f3de","2026-01-01","a1e3d784-1880-4518-82c5-2f5c7c8e6417","74ecc5b0-90bd-4d10-9add-b9d77e6fa431","b6ad0a69-c130-4fc4-b55b-5f9f52cd2951","default-tenant","","6960f7048aeb7d6395591637","6960be6411bfbae02dce3124","MISSING","f1e9c9e3-f6e1-4c34-893e-20bbf72fe9f2","true","","698491d379192e803f7a2345","2026-02-05T12:49:23.222000","2026-02-05T12:49:23.222000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"","6960bdac0321b1b57c06aa10","2026-01-01","cfbc908d-2a04-497a-bd1b-e64918defa65","deecaf4a-d3b4-4774-bac2-ea3e20ec2ebb","b6ad0a69-c130-4fc4-b55b-5f9f52cd2951","default-tenant","","6960f7048aeb7d6395591637","6960be64e90233a834acba4c","MISSING","0c0af679-7f2f-4e21-9918-21fb1e80020a","true","","698491d379192e803f7a2346","2026-02-05T12:49:23.222000","2026-02-05T12:49:23.222000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"","6960bdaaa6b733086dc1d526","2026-01-01","3736c7fc-6197-47f3-8e6f-6442b97254a1","3d220df1-1aa5-4e3c-ae3d-8095c67d4f7a","b6ad0a69-c130-4fc4-b55b-5f9f52cd2951","default-tenant","","6960f7048aeb7d6395591637","6960be64061fbeb5ce1ebfb6","MISSING","16201557-4938-4452-81a1-960cfa41fbc4","true","","698491d379192e803f7a2347","2026-02-05T12:49:23.222000","2026-02-05T12:49:23.222000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"","6960bdab57b7e1460ea9f261","2026-01-01","29e71393-8301-4bca-88bf-1954b5a80c41","67d3d808-186f-46de-815a-743c03767a95","b6ad0a69-c130-4fc4-b55b-5f9f52cd2951","default-tenant","","6960f7048aeb7d6395591637","6960be656cd0f63d79488344","MISSING","f56ace76-f545-4628-91a0-d5ba5e1aed15","true","","698491d379192e803f7a2348","2026-02-05T12:49:23.222000","2026-02-05T12:49:23.222000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"","6960bdabab6b205479db300a","2026-01-01","455b485c-4656-44aa-92e1-8ad1467bf6c0","add4ef3c-b9b7-4189-ab0a-ab7f130d6d2e","b6ad0a69-c130-4fc4-b55b-5f9f52cd2951","default-tenant","","6960f7048aeb7d6395591637","6960be65bb32908cc75c010a","MISSING","ea287d69-c0d2-41db-bd5a-36b5e94658d8","true","","698491d379192e803f7a2349","2026-02-05T12:49:23.222000","2026-02-05T12:49:23.222000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"","6960bdac45ca06451795c57f","2026-01-01","27e1fac0-c807-4f70-ae99-da7393aab449","46dcbda1-f7d9-4191-b417-da5fb26198d5","b6ad0a69-c130-4fc4-b55b-5f9f52cd2951","default-tenant","","6960f7048aeb7d6395591637","6960be656b96016d997ce8d1","MISSING","d23c7ecc-ae8d-4351-bda5-1fff9ba47b02","true","","698491d379192e803f7a234a","2026-02-05T12:49:23.222000","2026-02-05T12:49:23.222000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"","6960bdad3e7788c1b84b5267","2026-01-01","48482676-18c2-47a8-b255-05cff32d3d7d","fe004d26-6249-46aa-ba57-7c712ab36916","b6ad0a69-c130-4fc4-b55b-5f9f52cd2951","default-tenant","","6960f7048aeb7d6395591637","6960be6635348d54f8ccf3a6","MISSING","acff6f1b-78eb-40a6-97fe-6f8e4d56cb08","true","","698491d379192e803f7a234b","2026-02-05T12:49:23.222000","2026-02-05T12:49:23.222000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"","6960bdad7852d992c4499479","2026-01-01","96d811bc-f8d8-425b-b974-445765c0469e","f1243fb0-f760-4ecb-b88d-2f403f1d8f52","b6ad0a69-c130-4fc4-b55b-5f9f52cd2951","default-tenant","","6960f7048aeb7d6395591637","6960be661a63a7016c219994","MISSING","60360102-e1b0-4773-9605-e0db90b53a61","true","","698491d379192e803f7a234c","2026-02-05T12:49:23.222000","2026-02-05T12:49:23.222000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"","695ce2bcf21cc0bd5a8c8282","2026-01-01","3d2e0940-ad99-4ce4-837a-e98bd50063e5","c3097fab-127f-437a-a387-64ea17ff6de7","b6ad0a69-c130-4fc4-b55b-5f9f52cd2951","default-tenant","","6960f7048aeb7d6395591637","6960be67fcf75d9c4f3a680a","MISSING","7859709d-f14a-4eb5-b434-ebf2250ea10d","true","","698491d379192e803f7a234d","2026-02-05T12:49:23.222000","2026-02-05T12:49:23.222000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"","6953ccd51b7a6c41361addfe","2026-01-08","05a0a4f2-5488-43c7-b516-70714e4cf14e","f94ce3ea-b22c-4f22-a9a0-709b90ff0785","c6c11aaa-137b-4fd8-a06b-909d4eb2eb8a","default-tenant","","6960f2cfbfd2428ebf3ba86c","695f87bed99ec87e61e6e318","MISSING","49e72b48-3cc4-47f9-affa-abcda14e43b7","true","","698491d379192e803f7a234e","2026-02-05T12:49:23.222000","2026-02-05T12:49:23.222000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"","6953cccdcc3919f49b384d90","2026-01-08","55d71237-cbf3-4461-8691-3d2f65ad722c","8b1a4a35-5722-4f17-8a96-af35fda82bb8","c6c11aaa-137b-4fd8-a06b-909d4eb2eb8a","default-tenant","","6960f2cfbfd2428ebf3ba86c","695f87ae1acd9cf9b054aa8d","MISSING","db6547f5-fce5-479c-ac38-f195f37b2292","true","","698491d379192e803f7a234f","2026-02-05T12:49:23.222000","2026-02-05T12:49:23.222000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"","695ce2b91989069e80490ca0","2026-01-08","6373df37-34c4-4e96-a501-d4a1541b5e41","d817690e-b5cf-435b-b8b9-666dfde5e154","c6c11aaa-137b-4fd8-a06b-909d4eb2eb8a","default-tenant","","6960f2cfbfd2428ebf3ba86c","695f87aed96f3aa4828d41cb","MISSING","edd6a89b-e0ba-4e80-aa62-810ae9163a1f","true","","698491d379192e803f7a2350","2026-02-05T12:49:23.222000","2026-02-05T12:49:23.222000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"","6953ccd639d77e9c4cd19d1f","2026-01-08","55040d2f-8ab4-4525-9b0f-eab39cfaa378","bf6d217b-f0c0-427a-bd59-ef08da4d1bd8","c6c11aaa-137b-4fd8-a06b-909d4eb2eb8a","default-tenant","","6960f2cfbfd2428ebf3ba86c","695f87af4158498aff380213","MISSING","57f82ec9-84b6-4b6e-a7f9-a0cdca6a3f2f","true","","698491d379192e803f7a2351","2026-02-05T12:49:23.222000","2026-02-05T12:49:23.222000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"","6953ccd3387c6290433417a8","2026-01-08","7a8ade53-e334-4cc0-95d1-71eb2c1492ca","de638a86-15fc-4aab-8417-84a356667250","c6c11aaa-137b-4fd8-a06b-909d4eb2eb8a","default-tenant","","6960f2cfbfd2428ebf3ba86c","695f87afb8f0f4324e1e7e99","MISSING","975c5b28-c3d6-4d69-b0b8-2fe5e5e79c02","true","","698491d379192e803f7a2352","2026-02-05T12:49:23.222000","2026-02-05T12:49:23.222000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"","6953ccd51b7a6c41361addfe","2026-01-08","0d3ebf9d-6950-413c-9c07-8ba967a137de","f94ce3ea-b22c-4f22-a9a0-709b90ff0785","c6c11aaa-137b-4fd8-a06b-909d4eb2eb8a","default-tenant","","6960f2cfbfd2428ebf3ba86c","695f87af1bb4b31969848e25","MISSING","2d2d31e1-dfde-4739-a67b-06cb7609ec81","true","","698491d379192e803f7a2353","2026-02-05T12:49:23.222000","2026-02-05T12:49:23.222000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"","6960bda9f9d6201582bda935","2026-01-01","2338c0af-9240-456c-8bfd-41c2b57091a4","a72e7741-0883-4e7a-a44b-291b42334021","c6c11aaa-137b-4fd8-a06b-909d4eb2eb8a","default-tenant","9b2632f8-7c41-4ede-9490-8999372bc0a7","6960f2cfbfd2428ebf3ba86c","6960be62c25fd03926d7f433","SATISFIED","8a3028ae-6093-4bd6-b996-673aeb19e913","true","6960be68c0fb0484462a5241","698491d379192e803f7a2354","2026-02-05T12:49:23.222000","2026-02-05T12:49:23.222000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"","6960bda9d1d9ec4b67ea2354","2026-01-01","5da09093-1fe4-46ad-a2d9-13fc587e89d7","da2a8d3a-95a3-4499-893d-4719b6b0c547","c6c11aaa-137b-4fd8-a06b-909d4eb2eb8a","default-tenant","33a88d72-6f6a-45eb-aaaf-9d1b7249c84f","6960f2cfbfd2428ebf3ba86c","6960be627b7a38f81709618a","SATISFIED","01f844d6-aaf0-4879-80ca-f01fe8f9a6b1","true","6960be68f468883258fc8652","698491d379192e803f7a2355","2026-02-05T12:49:23.222000","2026-02-05T12:49:23.222000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
